Название;Цвет;Длина;Ширина;Толщина;Бренд;Коллекция;Текстура
"Glacier White Flexstone";Белого;3680;760;12;Grandex;"серия Pure Color (Grandex)";Монотонная
"SB022 Bliss";Серого;3680;760;12;Staron;"Solid (Staron)";Монотонная
"BW010 Bright White";Белого;3680;760;12;Staron;"Solid (Staron)";Монотонная
"SD001 Dazzling White";Белого;3680;760;12;Staron;"Super Solid (Staron)";Светопроводящая
"SI040 Ivory";Бежевого;3680;760;12;Staron;"Solid (Staron)";Монотонная
"SV041 Natural";Бежевого;3680;760;12;Staron;"Solid (Staron)";Монотонная
"SP011 Pearl";Белого;3680;760;12;Staron;"Solid (Staron)";Монотонная
"SC052 California Poppy";Оранжевого;3680;760;12;Staron;"Super Solid (Staron)";Светопроводящая
"SF020 Fog";Серого;3680;760;12;Staron;"Super Solid (Staron)";Светопроводящая
"Green Tea SG065";Зеленого;3680;760;12;Staron;"Super Solid (Staron)";Светопроводящая
"SI056 Iris";Коричневого;3680;760;12;Staron;"Super Solid (Staron)";Светопроводящая
"ON095 Onyx";—;3680;760;12;Staron;"Super Solid (Staron)";Светопроводящая
"ST023 Steel";Серого;3680;760;12;Staron;"Super Solid (Staron)";Светопроводящая
"SS042 Sunflower";Желтого;3680;760;12;Staron;"Super Solid (Staron)";Светопроводящая
"SU053 Univers";"Красного / розового";3680;760;12;Staron;"Super Solid (Staron)";Светопроводящая
"SQ019 Quasar White";Белого;3680;760;12;Staron;"Solid (Staron)";Монотонная
"ST482 Sanded Tundra";Серого;3680;760;12;Staron;"Sanded (Staron)";Песчаная
"SC457 Sanded Chestnut";Коричневого;3680;760;12;Staron;"Sanded (Staron)";Песчаная
"SC433 Sanded Cornmeal";Светло-бежевого;3680;760;12;Staron;"Sanded (Staron)";Песчаная
"SM421 Sanded Cream";Светло-бежевого;3680;760;12;Staron;"Sanded (Staron)";Песчаная
"SG441 Gold Dust";Бежевого;3680;760;12;Staron;"Sanded (Staron)";Песчаная
"SG420 Sanded Grey";Светло-серого;3680;760;12;Staron;"Sanded (Staron)";Песчаная
"SI414 Sanded Icicle";Белого;3680;760;12;Staron;"Sanded (Staron)";Песчаная
"SM453 Sanded Mocha";Коричневого;3680;760;12;Staron;"Sanded (Staron)";Песчаная
"SO446 Sanded Oatmeal";Бежевого;3680;760;12;Staron;"Sanded (Staron)";Песчаная
"SO423 Sanded Onyx";Черного;3680;760;12;Staron;"Sanded (Staron)";Песчаная
"SS440 Sanded Sahara";Светло-бежевого;3680;760;12;Staron;"Sanded (Staron)";Песчаная
"SS418 Sanded Stratus";Серого;3680;760;12;Staron;"Sanded (Staron)";Песчаная
"SV430  Sanded Vermillion";Коричневого;3680;760;12;Staron;"Sanded (Staron)";Песчаная
"WP410 Sanded White Pepper";Светло-серого;3680;760;12;Staron;"Sanded (Staron)";Песчаная
"SG428 Sanded Goose ";Бежевого;3680;760;12;Staron;"Sanded (Staron)";Гранитная
"DN421 Dark Nebula";Серого;3680;760;12;Staron;"Sanded (Staron)";Песчаная
"SB412 Sanded Birch";Белого;3680;760;12;Staron;"Sanded (Staron)";Песчаная
"AB632 Aspen Brown";Коричневого;3680;760;12;Staron;"Aspen (Staron)";Гранитная
"AG612 Aspen Glacier";Белого;3680;760;12;Staron;"Aspen (Staron)";Гранитная
"AG614 Aspen Gold Rush";Светло-бежевого;3680;760;12;Staron;"Aspen (Staron)";Гранитная
"AL650 Aspen Lava";Коричневого;3680;760;12;Staron;"Aspen (Staron)";Гранитная
"AM633 Aspen Mine";Коричневого;3680;760;12;Staron;"Aspen (Staron)";Гранитная
"AP640 Aspen Pepper";Серого;3680;760;12;Staron;"Aspen (Staron)";Гранитная
"AS642 Aspen Seashell";Светло-бежевого;3680;760;12;Staron;"Aspen (Staron)";Гранитная
"AS670 Aspen Sky";"Синего / Голубого";3680;760;12;Staron;"Aspen (Staron)";Гранитная
"AS610 Aspen Snow ";Светло-серого;3680;760;12;Staron;"Aspen (Staron)";Гранитная
"AM681 Aspen Misto";Серого;3680;760;12;Staron;"Aspen (Staron)";Гранитная
"ES582 Metallic Sleeksilver";Серого;3680;760;12;Staron;"Metallic (Staron)";Металлик
"EC596 Metallic Cosmos";Черного;3680;760;12;Staron;"Metallic (Staron)";Металлик
"EG595 Metallic Galaxy";Черного;3680;760;12;Staron;"Metallic (Staron)";Металлик
"ES558 Metallic Satingold";Коричневого;3680;760;12;Staron;"Metallic (Staron)";Металлик
"EY510 Metallic Youkon";Белого;3680;760;12;Staron;"Metallic (Staron)";Металлик
"ES581 Metallic Sleeksilver";Серого;3680;760;12;Staron;"Metallic (Staron)";Металлик
"EB545 Metallic Beach";Светло-бежевого;3680;760;12;Staron;"Metallic (Staron)";Металлик
"PA860 Pebble Aqua";Зеленого;3680;760;12;Staron;"Pebble (Staron)";Гранитная
"PB870 Pebble Blue";"Синего / Голубого";3680;760;12;Staron;"Pebble (Staron)";Гранитная
"PC851 Pebble Copper";Коричневого;3680;760;12;Staron;"Pebble (Staron)";Гранитная
"PE814 Pebble Ebony";Черного;3680;760;12;Staron;"Pebble (Staron)";Гранитная
"PG840 Pebble Gold";Бежевого;3680;760;12;Staron;"Pebble (Staron)";Гранитная
"PG810 Pebble Grey";Серого;3680;760;12;Staron;"Pebble (Staron)";Гранитная
"PI811 Pebble Ice";Белого;3680;760;12;Staron;"Pebble (Staron)";Гранитная
"PK843 Pebble Kernel";Бежевого;3680;760;12;Staron;"Pebble (Staron)";Гранитная
"PP868 Pebble Ponderosa";Зеленого;3680;760;12;Staron;"Pebble (Staron)";Гранитная
"PR850 Pebble Rose";Серого;3680;760;12;Staron;"Pebble (Staron)";Гранитная
"PS820 Pebble Saratoga";Светло-бежевого;3680;760;12;Staron;"Pebble (Staron)";Гранитная
"PS813 Pebble Swan";Белого;3680;760;12;Staron;"Pebble (Staron)";Гранитная
"PT857 Pebble Terrain";Коричневого;3680;760;12;Staron;"Pebble (Staron)";Гранитная
"QS288 Quarry Starred (QS287)";Светло-серого;3680;760;12;Staron;"Quarry / Mosaic (Staron)";"Крупные вкрапления"
"TO310 Quarry (Talus) Oyster";Светло-бежевого;3680;760;12;Staron;"Quarry / Mosaic (Staron)";"Крупные вкрапления"
"QS287 Quarry Starred";Серого;3680;760;12;Staron;"Quarry / Mosaic (Staron)";Металлик
"QD212 Mosaic Dalmatian";Светло-серого;3680;760;12;Staron;"Quarry / Mosaic (Staron)";"Крупные вкрапления"
"QN287 Mosaic Nimbus";Черного;3680;760;12;Staron;"Quarry / Mosaic (Staron)";"Крупные вкрапления"
"QM 289 Quarry Minette";Серого;3680;760;12;Staron;"Quarry / Mosaic (Staron)";"Крупные вкрапления"
"FZ184 Zenith";Серого;3680;760;12;Staron;"Tempest (Staron)";"Крупные вкрапления"
"FB147  Blaze";Коричневого;3680;760;12;Staron;"Tempest (Staron)";"Крупные вкрапления"
"FB154 Bronzestar";Серого;3680;760;12;Staron;"Tempest (Staron)";"Крупные вкрапления"
"FC188 Caviar";Черного;3680;760;12;Staron;"Tempest (Staron)";"Крупные вкрапления"
"FC158 Coffee Bean";Коричневого;3680;760;12;Staron;"Tempest (Staron)";"Крупные вкрапления"
"FC116 Tempest Confection";Светло-бежевого;3680;760;12;Staron;"Tempest (Staron)";"Крупные вкрапления"
"FC156 Tempest Copperplate";Коричневого;3680;760;12;Staron;"Tempest (Staron)";"Крупные вкрапления"
"FD191 Dazzle";Черного;3680;760;12;Staron;"Tempest (Staron)";"Крупные вкрапления"
"FG174 Genesis";Бежевого;3680;760;12;Staron;"Tempest (Staron)";"Крупные вкрапления"
"FG146 Tempest Gleam";Коричневого;3680;760;12;Staron;"Tempest (Staron)";"Крупные вкрапления"
"FG144 Glimmer";Коричневого;3680;760;12;Staron;"Tempest (Staron)";"Крупные вкрапления"
"FG196  Gold Leaf";Черного;3680;760;12;Staron;"Tempest (Staron)";"Крупные вкрапления"
"FH114 Horizon";Светло-бежевого;3680;760;12;Staron;"Tempest (Staron)";"Крупные вкрапления"
"FI187  Igneous";Черного;3680;760;12;Staron;"Tempest (Staron)";Металлик
"FM111  Meteor";Светло-бежевого;3680;760;12;Staron;"Tempest (Staron)";"Крупные вкрапления"
"FP100 Peak";Белого;3680;760;12;Staron;"Tempest (Staron)";"Крупные вкрапления"
"FP112 Tempest Pinnacle";Светло-бежевого;3680;760;12;Staron;"Tempest (Staron)";"Крупные вкрапления"
"FP142 Praire";Желтого;3680;760;12;Staron;"Tempest (Staron)";"Крупные вкрапления"
"FR124 Rattan";Желтого;3680;760;12;Staron;"Tempest (Staron)";"Крупные вкрапления"
"FS115 Shell";Светло-бежевого;3680;760;12;Staron;"Tempest (Staron)";"Крупные вкрапления"
"FR148  Shimmer (Radiance)";Черного;3680;760;12;Staron;"Tempest (Staron)";"Крупные вкрапления"
"FS164 Tempest Spearmint";Зеленого;3680;760;12;Staron;"Tempest (Staron)";"Крупные вкрапления"
"FS198 Tempest Starfire";Черного;3680;760;12;Staron;"Tempest (Staron)";"Крупные вкрапления"
"FT113 Tempest Twilight";Светло-бежевого;3680;760;12;Staron;"Tempest (Staron)";"Крупные вкрапления"
"FW145 Tempest Whippoorwill";Коричневого;3680;760;12;Staron;"Tempest (Staron)";"Крупные вкрапления"
"VC157 Concerto";Коричневого;3680;760;12;Staron;"Suprime (Staron)";Мраморная
"VD173 Desert Wind";Светло-серого;3680;760;12;Staron;"Suprime (Staron)";Мраморная
"VN180 Noir Concrete";Серого;3680;760;12;Staron;"Suprime (Staron)";Мраморная
"VO173 Odyssey";Светло-серого;3680;760;12;Staron;"Suprime (Staron)";Мраморная
"VR173  Rainier";Светло-серого;3680;760;12;Staron;"Suprime (Staron)";Мраморная
"VT115  Tranquil";Светло-серого;3680;760;12;Staron;"Suprime (Staron)";Мраморная
"VD175 Dandelion";Светло-серого;3680;760;12;Staron;"Suprime (Staron)";Мраморная
"VB172 Beige Granite";Светло-бежевого;3680;760;12;Staron;"Suprime (Staron)";Мраморная
"Clay 1 (B)";Светло-серого;3658;760;12;Corian;"группа  B (Corian)";Монотонная
"VC110 Cotton White";Светло-серого;3680;760;12;Staron;"Suprime (Staron)";Мраморная
"VP177 Pastoral";Коричневого;3680;760;12;Staron;"Suprime (Staron)";Мраморная
"VD126  Dawn";Светло-серого;3680;760;12;Staron;"Suprime (Staron)";Мраморная
"VL155  Loam";Коричневого;3680;760;12;Staron;"Suprime (Staron)";Мраморная
"VM143 Magnolia";Светло-серого;3680;760;12;Staron;"Suprime (Staron)";Мраморная
"VN144 Natural Bridge";Светло-серого;3680;760;12;Staron;"Suprime (Staron)";Мраморная
"VO171 Ocean View";Светло-серого;3680;760;12;Staron;"Suprime (Staron)";Мраморная
"VC118  Supreme Cloudbank";Светло-серого;3680;760;12;Staron;"Suprime (Staron)";Мраморная
"VU127  Supreme Urban Grey";Светло-серого;3680;760;12;Staron;"Suprime (Staron)";Мраморная
"S028 Alpine White";Белого;3680;760;12;"LG Hi-Macs";"Solid (LG Hi-Macs)";Монотонная
"S05 Gray";Серого;3680;760;12;"LG Hi-Macs";"Solid (LG Hi-Macs)";Монотонная
"S06 Arctic White";Белого;3680;760;12;"LG Hi-Macs";"Solid (LG Hi-Macs)";Монотонная
"S09 Cream";Светло-бежевого;3680;760;12;"LG Hi-Macs";"Solid (LG Hi-Macs)";Монотонная
"S22 Black";Черного;3680;760;12;"LG Hi-Macs";"Solid (LG Hi-Macs)";Монотонная
"S25 Fiery Red";"Красного / розового";3680;760;12;"LG Hi-Macs";"Solid (LG Hi-Macs)";Монотонная
"S26 Banana";Желтого;3680;760;12;"LG Hi-Macs";"Solid (LG Hi-Macs)";Монотонная
"S034 Diamond White";Белого;3680;760;12;"LG Hi-Macs";"Solid (LG Hi-Macs)";Монотонная
"S104 Toffee Brown";Коричневого;3680;760;12;"LG Hi-Macs";"Solid (LG Hi-Macs)";Монотонная
"S100 Coffee Brown";Коричневого;3680;760;12;"LG Hi-Macs";"Solid (LG Hi-Macs)";Монотонная
"S201 Nougat Cream";Бежевого;3680;760;12;"LG Hi-Macs";"Solid (LG Hi-Macs)";Монотонная
"S27 Orange";Желтого;3680;760;12;"LG Hi-Macs";"Solid (LG Hi-Macs)";Монотонная
"S103 Concrete Grey";Серого;3680;760;12;"LG Hi-Macs";"Solid (LG Hi-Macs)";Монотонная
"S302 White Opal";Белого;3680;760;12;"LG Hi-Macs";"Lusent (LG Hi-Macs)";Светопроводящая
"S303 Blue Sapphire";"Синего / Голубого";3680;760;12;"LG Hi-Macs";"Lusent (LG Hi-Macs)";Светопроводящая
"S922 Intense Black";Черного;3680;760;12;"LG Hi-Macs";"Intense (Hi Macs)";Монотонная
"S923 Intense Grey";Серого;3680;760;12;"LG Hi-Macs";"Intense (Hi Macs)";Монотонная
"S924 Intense Dark Grey";Серого;3680;760;12;"LG Hi-Macs";"Intense (Hi Macs)";Монотонная
"G001 Desert Sand";Бежевого;3680;760;12;"LG Hi-Macs";"Sand&Pearl (LG Hi-Macs)";Песчаная
"G002 Grey Sand";Серого;3680;760;12;"LG Hi-Macs";"Sand&Pearl (LG Hi-Macs)";Песчаная
"G010 Black Pearl";Черного;3680;760;12;"LG Hi-Macs";"Sand&Pearl (LG Hi-Macs)";Песчаная
"G042 Venetian Sand";Коричневого;3680;760;12;"LG Hi-Macs";"Sand&Pearl (LG Hi-Macs)";Песчаная
"G048 Beach Sand";Бежевого;3680;760;12;"LG Hi-Macs";"Sand&Pearl (LG Hi-Macs)";Песчаная
"G047 Black Bird";Черного;3680;760;12;"LG Hi-Macs";"Sand&Pearl (LG Hi-Macs)";Песчаная
"P001 Perna White";Белого;3680;760;12;"LG Hi-Macs";"Sand&Pearl (LG Hi-Macs)";Песчаная
"P004 Perna Black";Черного;3680;760;12;"LG Hi-Macs";"Sand&Pearl (LG Hi-Macs)";Песчаная
